customer_id,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00523,Male,0,Yes,Yes,46,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,One year,No,Credit card,45.78,,No
CUST00524,Female,0,Yes,Yes,13,No,No phone service,DSL,No,Yes,Yes,No internet service,No,No internet service,One year,No,Credit card,36.25,471.25,No
CUST00525,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,115.65,3122.55,No
CUST00526,Male,0,Yes,No,6,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,90.53,543.18,No
CUST00527,Female,0,No,Yes,17,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,43.32,736.44,Yes
CUST00528,Female,1,Yes,Yes,36,Yes,Yes,No,,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.75,1467.0,No
CUST00529,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,105.8,211.6,Yes
CUST00530,Male,0,Yes,No,52,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,39.02,2029.04,Yes
CUST00531,Female,0,Yes,No,66,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card,119.71,7900.86,No
CUST00532,Male,0,Yes,No,52,No,No phone service,No,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,48.23,2507.96,No
CUST00533,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,No,Two year,No,Credit card,28.43,1222.49,No
CUST00534,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer,89.09,1959.98,No
CUST00535,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer,80.96,4452.8,No
CUST00536,Female,0,Yes,Yes,67,Yes,No phone service,No,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,119.98,8038.66,No
CUST00537,Male,0,Yes,Yes,60,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.21,6012.6,No
CUST00538,Male,0,No,No,58,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,No,Mailed check,62.88,3647.04,No
CUST00539,Female,0,No,Yes,12,Yes,No,No,No internet service,Yes,No internet service,No,No,No,One year,Yes,Mailed check,87.66,1051.92,No
CUST00540,Male,0,No,No,69,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,One year,No,Credit card,101.78,,Yes
CUST00541,Female,0,No,Yes,39,No,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Two year,No,Mailed check,71.37,2783.43,No
CUST00542,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,47.29,614.77,No
CUST00543,Female,0,No,Yes,41,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,Yes,Credit card,41.01,,Yes
CUST00544,Male,1,No,Yes,57,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Bank transfer,49.53,2823.21,No
CUST00545,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,104.81,5554.93,Yes
CUST00546,Male,1,No,No,12,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,58.04,696.48,No
CUST00547,Female,0,No,Yes,13,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card,48.67,632.71,No
CUST00548,Female,0,Yes,Yes,57,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card,100.59,5733.63,Yes
CUST00549,Male,0,Yes,No,40,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card,23.19,927.6,No
CUST00550,Male,1,Yes,Yes,45,Yes,Yes,DSL,,No internet service,No,No,Yes,No internet service,Month-to-month,No,Credit card,79.4,3573.0,No
CUST00551,Female,0,No,No,35,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,107.36,,Yes
CUST00552,Male,1,No,No,3,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.01,183.03,Yes
CUST00553,Female,1,Yes,Yes,5,Yes,Yes,No,Yes,No internet service,No,Yes,No,No internet service,Two year,Yes,Electronic check,46.93,234.65,No
CUST00554,Male,0,Yes,No,11,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,69.17,760.87,Yes
CUST00555,Female,0,No,Yes,71,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No,One year,No,Electronic check,91.75,6514.25,No
CUST00556,Female,0,Yes,Yes,56,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,71.66,4012.96,No
CUST00557,Female,0,No,No,10,Yes,No,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer,20.76,207.6,Yes
CUST00558,Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,27.83,946.22,No
CUST00559,Female,1,Yes,No,67,Yes,No,No,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,92.13,6172.71,No
CUST00560,Female,0,No,No,31,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet service,Two year,No,Electronic check,60.0,1860.0,No
CUST00561,Male,0,Yes,No,71,No,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,98.48,6992.08,No
CUST00562,Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Credit card,84.95,,No
CUST00563,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Credit card,78.15,5470.5,No
CUST00564,Female,1,No,Yes,41,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,110.14,4515.74,No
CUST00565,Female,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,22.13,1394.19,No
CUST00566,Female,0,Yes,No,32,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,35.5,1136.0,No
CUST00567,Female,0,Yes,No,20,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet service,One year,No,Credit card,82.44,1648.8,No
CUST00568,Male,0,Yes,Yes,57,Yes,No phone service,No,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,26.58,1515.06,No
CUST00569,Male,0,Yes,Yes,50,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,84.5,4225.0,No
CUST00570,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,118.41,2960.25,No
CUST00571,Male,0,No,No,12,Yes,No,No,No,No internet service,No,No,No,No internet service,One year,No,Credit card,107.88,1294.56,No
CUST00572,Male,0,No,Yes,71,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card,79.09,5615.39,No
CUST00573,Female,1,Yes,Yes,39,Yes,No phone service,No,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card,109.4,4266.6,No
CUST00574,Male,0,No,Yes,17,No,No,No,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,31.63,537.71,Yes
CUST00575,Female,0,No,No,45,Yes,No phone service,Fiber optic,,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,65.47,,No
CUST00576,Male,0,Yes,Yes,11,Yes,No,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,62.87,,No
CUST00577,Female,0,No,No,70,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,53.64,3754.8,Yes
CUST00578,Female,0,No,Yes,23,Yes,No,No,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card,20.02,460.46,No
CUST00579,Female,0,No,No,70,No,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,109.1,7637.0,Yes
CUST00580,Female,0,No,No,38,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,No,Two year,Yes,Credit card,97.77,3715.26,Yes
CUST00581,Male,0,No,No,2,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,85.29,170.58,Yes
CUST00582,Female,0,No,Yes,37,Yes,No,No,No internet service,No,Yes,Yes,No internet service,Yes,One year,No,Credit card,32.9,1217.3,No
CUST00583,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,57.82,2833.18,No
CUST00584,Female,1,No,Yes,52,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No,One year,Yes,Electronic check,112.43,5846.36,Yes
CUST00585,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,81.69,2695.77,Yes
CUST00586,Female,0,Yes,No,22,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,80.34,1767.48,No
CUST00587,Male,0,No,Yes,5,Yes,No,No,No internet service,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,111.31,556.55,No
CUST00588,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.98,1367.64,Yes
CUST00589,Male,0,Yes,No,38,Yes,No phone service,No,Yes,No,Yes,No,No internet service,Yes,One year,No,Credit card,79.76,3030.88,No
CUST00590,Male,0,No,No,37,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card,54.57,2019.09,No
CUST00591,Female,1,No,Yes,64,Yes,No,Fiber optic,,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,57.14,3656.96,No
CUST00592,Male,0,Yes,No,10,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer,88.56,885.6,No
CUST00593,Female,0,Yes,Yes,42,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,Yes,One year,Yes,Credit card,52.04,2185.68,Yes
CUST00594,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Two year,Yes,Credit card,75.91,3643.68,No
CUST00595,Female,0,No,Yes,44,Yes,Yes,DSL,,No,No,No internet service,No,Yes,One year,Yes,Credit card,47.92,2108.48,No
CUST00596,Male,0,No,Yes,16,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,36.61,585.76,No
CUST00597,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,No,Two year,No,Electronic check,65.44,3533.76,No
CUST00598,Female,0,Yes,No,35,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,Yes,Two year,No,Credit card,41.74,1460.9,No
CUST00599,Female,1,No,Yes,28,No,Yes,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,109.85,3075.8,No
CUST00600,Male,0,Yes,Yes,2,Yes,No phone service,No,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,50.36,100.72,Yes
CUST00601,Female,0,No,Yes,13,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer,79.74,1036.62,No
CUST00602,Female,0,No,No,41,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No internet service,Two year,No,Bank transfer,46.34,1899.94,No
CUST00603,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card,45.8,2702.2,Yes
CUST00604,Male,0,Yes,No,69,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,55.06,3799.14,No
CUST00605,Male,0,No,No,53,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,111.59,5914.27,No
CUST00606,Male,0,Yes,Yes,45,Yes,No,No,No,No internet service,Yes,Yes,No internet service,Yes,One year,No,Bank transfer,59.15,2661.75,No
CUST00607,Female,1,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,102.13,2042.6,No
CUST00608,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card,39.73,953.52,Yes
CUST00609,Female,0,Yes,No,61,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,24.82,1514.02,Yes
CUST00610,Male,1,No,No,58,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,98.17,5693.86,No
CUST00611,Female,0,No,No,27,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,74.19,2003.13,No
CUST00612,Female,0,No,Yes,26,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Two year,No,Electronic check,70.37,1829.62,No
CUST00613,Female,0,No,No,7,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,47.22,330.54,Yes
CUST00614,Female,0,Yes,No,42,Yes,No,No,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,27.23,1143.66,Yes
CUST00615,Male,0,Yes,No,47,Yes,No phone service,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,68.29,3209.63,No
CUST00616,Male,1,No,No,53,Yes,No phone service,No,Yes,Yes,No internet service,No,No,No,One year,No,Mailed check,106.72,5656.16,Yes
CUST00617,Female,0,No,No,59,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Credit card,32.0,1888.0,No
CUST00618,Male,0,Yes,No,38,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Two year,No,Mailed check,112.92,4290.96,Yes
CUST00619,Male,0,No,No,69,Yes,No,DSL,Yes,No,Yes,No,No,No internet service,Two year,No,Electronic check,47.47,3275.43,No
CUST00620,Female,0,No,Yes,53,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,73.22,3880.66,No
CUST00621,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card,26.65,399.75,Yes
CUST00622,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card,62.5,1625.0,No
CUST00623,Female,1,Yes,Yes,48,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Bank transfer,32.59,1564.32,No
CUST00624,Male,0,Yes,Yes,19,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,24.8,471.2,No
CUST00625,Female,0,No,Yes,9,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,116.66,1049.94,No
CUST00626,Male,0,Yes,No,64,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,93.01,5952.64,No
CUST00627,Female,0,No,No,54,Yes,No phone service,No,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,91.91,4963.14,No
CUST00628,Male,0,Yes,Yes,51,Yes,No,No,No,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,29.05,1481.55,No
CUST00629,Male,0,No,No,39,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,112.94,4404.66,No
CUST00630,Male,0,No,Yes,4,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,66.95,267.8,No
CUST00631,Female,0,No,No,3,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,105.23,315.69,No
CUST00632,Male,0,Yes,No,64,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,Two year,No,Bank transfer,21.26,1360.64,Yes
CUST00633,Male,0,Yes,No,29,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,49.82,1444.78,Yes
CUST00634,Female,1,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,No,Electronic check,119.6,1315.6,No
CUST00635,Female,0,Yes,No,58,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,62.78,3641.24,No
CUST00636,Male,0,No,No,27,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,108.85,2938.95,No
CUST00637,Male,0,No,Yes,21,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,52.8,1108.8,No
CUST00638,Female,1,Yes,Yes,39,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No,One year,No,Electronic check,72.53,2828.67,No
CUST00639,Female,1,No,No,46,Yes,No,No,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,105.42,4849.32,No
CUST00640,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer,80.58,5318.28,No
CUST00641,Female,1,No,No,36,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Credit card,92.52,3330.72,Yes
CUST00642,Female,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Two year,No,Credit card,42.88,,No
CUST00643,Male,0,No,No,63,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,35.59,2242.17,No
CUST00644,Female,0,No,Yes,35,Yes,Yes,DSL,No,No internet service,No,No,No,No,Two year,No,Mailed check,43.03,1506.05,No
CUST00645,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.3,2148.3,No
CUST00646,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,100.1,2802.8,No
CUST00647,Male,1,No,No,1,No,Yes,DSL,No,No,No,Yes,No,No internet service,One year,Yes,Electronic check,55.4,55.4,No
CUST00648,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No internet service,Two year,No,Bank transfer,76.48,1912.0,No
CUST00649,Male,0,No,No,43,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer,100.48,4320.64,No
CUST00650,Male,0,Yes,No,67,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,43.88,2939.96,Yes
CUST00651,Female,0,No,No,63,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,One year,No,Electronic check,108.3,6822.9,No
CUST00652,Male,0,Yes,Yes,51,Yes,No phone service,No,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,115.31,5880.81,No
CUST00653,Male,0,No,Yes,2,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,23.9,47.8,Yes
CUST00654,Female,0,No,Yes,64,No,Yes,No,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,25.91,1658.24,Yes
CUST00655,Male,1,No,No,69,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,29.1,,Yes
CUST00656,Male,0,Yes,Yes,9,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,97.68,879.12,Yes
CUST00657,Male,0,Yes,No,2,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,38.93,77.86,No
CUST00658,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,One year,Yes,Credit card,92.57,3147.38,No
CUST00659,Female,0,Yes,Yes,60,Yes,No,No,No,Yes,Yes,No,No,No internet service,One year,Yes,Credit card,64.13,3847.8,Yes
CUST00660,Female,0,No,Yes,61,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,103.63,6321.43,No
CUST00661,Male,0,No,Yes,31,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,100.86,3126.66,No
CUST00662,Male,1,Yes,No,10,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,115.97,1159.7,No
CUST00663,Female,0,Yes,Yes,36,Yes,No,No,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,45.1,1623.6,No
CUST00664,Male,1,Yes,Yes,49,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,42.92,2103.08,No
CUST00665,Male,1,No,No,70,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,23.15,1620.5,No
CUST00666,Female,0,Yes,No,49,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,61.04,2990.96,No
CUST00667,Female,1,Yes,Yes,3,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,65.91,197.73,No
CUST00668,Male,0,No,Yes,5,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,116.45,582.25,Yes
CUST00669,Male,1,No,No,61,Yes,No,DSL,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card,103.08,6287.88,No
CUST00670,Male,0,Yes,No,26,Yes,No phone service,No,No,No,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,36.68,953.68,No
CUST00671,Female,1,No,No,5,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card,99.85,499.25,No
CUST00672,Female,1,Yes,Yes,15,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,37.83,567.45,No
CUST00673,Female,1,No,Yes,16,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,No,Electronic check,27.78,444.48,No
CUST00674,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,103.71,103.71,No
CUST00675,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,117.6,1881.6,No
CUST00676,Female,0,Yes,No,37,Yes,No,No,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Mailed check,28.81,1065.97,No
CUST00677,Female,0,Yes,No,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Two year,No,Electronic check,101.39,304.17,Yes
CUST00678,Female,0,No,Yes,52,Yes,No,No,,No internet service,Yes,No,No,No internet service,One year,Yes,Credit card,105.92,5507.84,No
CUST00679,Female,0,No,No,47,No,No,No,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,31.88,1498.36,No
CUST00680,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,48.33,628.29,No
CUST00681,Male,1,No,No,55,Yes,No phone service,DSL,,Yes,No internet service,No,No internet service,No,Month-to-month,No,Credit card,93.37,5135.35,No
CUST00682,Male,0,Yes,Yes,21,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Credit card,100.77,2116.17,No
CUST00683,Female,1,Yes,Yes,66,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,55.4,3656.4,No
CUST00684,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,Two year,No,Credit card,35.99,1943.46,Yes
CUST00685,Female,1,No,Yes,27,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,One year,Yes,Electronic check,84.83,2290.41,Yes
CUST00686,Female,1,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.2,3427.6,No
CUST00687,Male,0,No,Yes,58,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer,70.36,4080.88,No
CUST00688,Male,0,No,No,62,Yes,No phone service,No,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,34.49,2138.38,No
CUST00689,Female,0,Yes,No,46,Yes,No,DSL,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,104.45,4804.7,No
CUST00690,Female,0,Yes,Yes,11,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,84.53,929.83,No
CUST00691,Female,0,Yes,No,8,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,Two year,No,Electronic check,106.92,855.36,No
CUST00692,Male,0,No,Yes,71,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,Yes,One year,No,Bank transfer,113.3,8044.3,No
CUST00693,Female,0,No,No,64,Yes,No,DSL,No internet service,No,No,Yes,No,No internet service,Month-to-month,No,Credit card,100.57,6436.48,No
CUST00694,Female,0,No,No,21,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,One year,No,Bank transfer,115.87,2433.27,Yes
CUST00695,Female,0,No,No,63,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,115.43,7272.09,No
CUST00696,Male,0,Yes,No,64,Yes,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer,81.93,5243.52,No
CUST00697,Female,0,Yes,Yes,20,No,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,92.82,1856.4,No
CUST00698,Female,1,No,No,8,Yes,No,No,Yes,No,Yes,No,No,No internet service,One year,No,Mailed check,89.94,719.52,No
CUST00699,Male,0,Yes,No,58,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,82.11,4762.38,No
CUST00700,Female,1,Yes,Yes,46,Yes,No phone service,DSL,,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,21.94,1009.24,No
